"user","ideology"
"audreyhamrick_",NA
"aufamilynews","1.40507156030963"
"augustkobs","0.201893479141851"
"AugustusSole",NA
"Aunt_Bike",NA
"AuntCole22","0.150969215496777"
"auntganana","1.40507156030963"
"aurasimoneee",NA
"auroria","-1.64485362695147"
"austin_clark13","-1.88079360815125"
"austin_kunkle3","1.22652812003661"
"austinmum97",NA
"austinruns_",NA
"austinsilverfx","0.915365087842814"
"AustinTM_Homes","0.358458793251194"
"AustynJohnson3","1.22652812003661"
"authentic_book","-1.47579102817917"
"autumnc1114","1.22652812003661"
"Av_Fan_4_Life",NA
"Ava73608428",NA
"AvaFontenot","1.22652812003661"
"avelanchefan",NA
"avents_jr",NA
"AverageSuperDad","-0.954165253146194"
"averiekeith1","1.22652812003661"
"Avery_y0",NA
"Avery30499423",NA
"AveryandAllen",NA
"AveryC421",NA
"AVexedVixen",NA
"aviachanel",NA
"avianaa17_",NA
"AVillalobos0",NA
"Avitiq",NA
"AVLlittleleague",NA
"avnawards","0.0250689082587111"
"avocado_mamas",NA
"avonjuli","-1.03643338949379"
"awalmo13",NA
"awealthofcs",NA
"AwesomeSauce_86",NA
"awhelan1976",NA
"awthtx","-0.201893479141851"
"AwwwwBreeee",NA
"AxCaSt_",NA
"ayana_herron",NA
"aydenoliver13",NA
"ayee_evere",NA
"AyeTone24",NA
"aYfabUl0Us",NA
"AyidAfiq",NA
"AyluVzl",NA
"aymadyson",NA
"ayonikki",NA
"ayosyds",NA
"ayseewonders",NA
"AYUNGNIGGA",NA
"ayybraiebraie",NA
"ayyesam300","1.22652812003661"
"ayyeseavey",NA
"AZ_Bruin","-0.331853346436817"
"azarihabrazel",NA
"azatty","-1.22652812003661"
"AzfarinazAmran","0.643345405392917"
"Azhah_",NA
"azienda_ritorno",NA
"azmech242",NA
"azninthesun",NA
"azucena_garciaa",NA
"azulweber","-1.03643338949379"
"AzuuulLapalma",NA
"azza_kh1",NA
"b_benhoff6","1.22652812003661"
"B_M_Woodworking","1.22652812003661"
"b_musicall","0.643345405392917"
"B_OriginalOrDie","-2.05374891063182"
"b_smitty28",NA
"b_svenson7",NA
"B_Turtle209",NA
"B0bapplepie","-2.32634787404084"
"b0bWiN",NA
"B27Jason",NA
"b4apreposition","-2.05374891063182"
"b6358add31564fc",NA
"baaabycaldwell",NA
"BabesLtd",NA
"Babgonewild",NA
"BabiloniaTweets","0.877896295051229"
"babyfiness",NA
"BabygggirlllSam",NA
"BabyGurlPrissy","0"
"babyjMarie_",NA
"BabyLaneP","0.674489750196082"
"babynailbar","-0.915365087842814"
"BabySmoqe",NA
"BabyxShad",NA
"babyyyjaimeee",NA
"BacelaBathini","1.22652812003661"
"bachura69",NA
"backyardrrrrr",NA
"bactive2day","-1.75068607125217"
"BadAddieTude","-2.32634787404084"
"badassvaeh",NA
"badcushion","-1.88079360815125"
"BaddieBt",NA
"badjulio","1.1263911290388"
"BadNewsRapDudes","1.55477359459685"
"badplantmom",NA
"bae_adore",NA
"baekshibil",NA
"baggo16","1.22652812003661"
"BagoAD","1.47579102817917"
"baielala",NA
"baiIee",NA
"baileylinn2","-1.17498679206609"
"baileymosley","-2.32634787404084"
"bailsv",NA
"baisayak",NA
"baker27marine",NA
"BakersDozenSF",NA
"BakreCaly",NA
"BaldThoughts",NA
"BalelBauer","-0.2533471031358"
"ballm13k","-2.32634787404084"
"BallSoHarden",NA
"BaltoRacing","-1.64485362695147"
"Bam16Kammm",NA
"Bambi_Bamm",NA
"BanchoX",NA
"Bannnnie","-1.55477359459685"
"BantolinaLiana",NA
"Barbie78497755",NA
"Barbwalters_",NA
"barker_iain",NA
"BarkTwain","-1.17498679206609"
"Barlim117","-2.05374891063182"
"Barnes98Kaitlyn",NA
"baroquebobcat","-1.88079360815125"
"barrera_robby","1.47579102817917"
"BarryIzabela","0.706302562840088"
"BarryLiVE619",NA
"barstool_barbie","1.22652812003661"
"BaruchCNow",NA
"baseballerchris",NA
"Basedbrandon__",NA
"bash18c",NA
"BashirLina",NA
"Bashville","-2.05374891063182"
"BasicHaddock4",NA
"bateman_billy",NA
"batman122998",NA
"batsta_amanda",NA
"BATYONCE",NA
"BaumRonald","-1.88079360815125"
"bautista_eli96","1.22652812003661"
"bavinstyle",NA
"Baxterdeberry","1.34075503369022"
"BayAreaSkinsfan",NA
"baylesann","0.674489750196082"
"BaylorSAlly","1.75068607125217"
"BaytAlAzif",NA
"baZUKEaBby",NA
"BBALLGAMEPRO",NA
"Bballlawyer","1.40507156030963"
"bballrush","1.75068607125217"
"BBBindy",NA
"BBCGod01",NA
"BboyRocko",NA
"bburdge","1.34075503369022"
"Bbycass1",NA
"bbygirlheather",NA
"bbyjaass",NA
"bbyjolly",NA
"BBYKUSHKEN",NA
"BCAsouthend","-1.40507156030963"
"bccrisman","0.0501535834647337"
"bclightfoot",NA
"Bcoe21Coe",NA
"bcol5_",NA
"BDavidSilver","-0.0250689082587111"
"BDiaz47","-0.877896295051228"
"bdickersonjr","0.412463129441405"
"bdlt_v",NA
"Bdoza5",NA
"BDrebo","1.34075503369022"
"BDTPhotos","-1.75068607125217"
"BeaCederstrom","0.80642124701824"
"BeachChurchSC","-1.1263911290388"
"BeachyGwen","0.772193214188685"
"beadsforever",NA
"BeamanToyota",NA
"beambearflorida","-1.47579102817917"
"Beanieee___",NA
"BeantownVBC",NA
"beararts","-1.1263911290388"
"beartooth_trash",NA
"beasey_",NA
"BeatColorado","-2.05374891063182"
"Beats_By_LC",NA
"beaushay11","1.34075503369022"
"Beautifull1977","-1.1263911290388"
"beauwoods","0.412463129441405"
"beccaj0729","-1.88079360815125"
"BeccaKitty0217","-1.75068607125217"
"beccapott",NA
"beccaque_","-2.05374891063182"
"beckatia",NA
"Becky080711",NA
"bectcomputing","0.553384719555673"
"BedPotato27",NA
"Beecomix",NA
"beej789",NA
"beencspeedteku",NA
"BeerBizDaily","1.2815515655446"
"Beerhunter00",NA
"Beerslave6","1.55477359459685"
"beesbrandy","-2.05374891063182"
"BeGe_Copy_Paste",NA
"BeingMe_love17","0.582841507271216"
"BeingSentinel","1.75068607125217"
"bekaHTX","-2.32634787404084"
"bekka_castillo",NA
"BelizeanBwoy2",NA
"beljames74","-2.05374891063182"
"Bell3Third",NA
"bellahhhmarie","-2.05374891063182"
"BellaNailGlam","-1.55477359459685"
"belle_choses",NA
"bellewsc","0.80642124701824"
"BellsBrewery",NA
"bellyopork",NA
"BelODell","0.125661346855074"
"Beloved_Streets",NA
"BeMark626",NA
"Ben_eze1st",NA
"BenBrugler","0.80642124701824"
"BenCars68554505",NA
"BenCorpsForGood","-2.32634787404084"
"Bendi39059560",NA
"bengalshandle",NA
"Bengreiner13",NA
"benihanacooks",NA
"benjaminboyd02",NA
"benjamminwatson","-2.32634787404084"
"benjapereira14",NA
"benjb2009","1.75068607125217"
"benjmcm","1.1263911290388"
"Bennetth104","1.17498679206609"
"bennpeifert","-0.201893479141851"
"BenPeck12","-2.05374891063182"
"BenPflipsen",NA
"BenRaby31",NA
"BenWheeler21",NA
"BenzemaLyons",NA
"BerdenB",NA
"BereniceMarlen_",NA
"BergeyBergs","-0.279319034447454"
"berkkberkkberkk",NA
"BermudaDrew","-Inf"
"Bernie_Rubble",NA
"BernotEvan",NA
"bertdog305","-1.22652812003661"
"BERTOJONES_","1.22652812003661"
"bestatnicK","1.22652812003661"
"BestHairPlusBS",NA
"bestkyaever",NA
"BestPapers2_",NA
"bestprest",NA
"bestutahattorn",NA
"bethany_minor","0.331853346436817"
"BethanyyRJones",NA
"BethDFan","-2.05374891063182"
"Bethmaze_AZ","1.55477359459685"
"bethward12",NA
"BETOTITOS",NA
"Betsylvstocook","0"
"Betta_Mo",NA
"Betzaydalopez05",NA
"beverlyjopling",NA
"beverlyynicole",NA
"bevluvscats","0.738846849185214"
"BFRANKQUEEN",NA
"bgedwards5","-1.1263911290388"
"bgordski","-0.643345405392917"
"bgreddog","-0.2533471031358"
"BGSCrew96",NA
"Bh2osoftball",NA
"BHTWarwick",NA
"bhuga",NA
"BIGBOYCHILL",NA
"BigBusinessEnt2",NA
"BigC_GodsSon","-1.64485362695147"
"BIGCREEP",NA
"BigDadddyJayy",NA
"bigddan11",NA
"bigdrew79","1.22652812003661"
"BigFranco32",NA
"biggbrookee",NA
"BiggDouble00_",NA
"BiGGDro1","1.17498679206609"
"biggpoppanandez",NA
"Biggred55","1.22652812003661"
"BiggWoo_TF",NA
"BigHeaded2413",NA
"BigLeonard_77",NA
"BigPapi_Juan",NA
"BigPlasticRobot","-2.32634787404084"
"BigPoppaGooch",NA
"BigQ214",NA
"bigrepuutation",NA
"BigRod38939375","-2.32634787404084"
"BigSeanSSB",NA
"bigsteeve_",NA
"BIGSTEVEONBH",NA
"BigStiffKliff","-2.05374891063182"
"BigTexEscort","1.34075503369022"
"BigtimeGreco61",NA
"BigZtehwuff",NA
"BikiniBob50","1.40507156030963"
"BilalB25","0.582841507271216"
"BillBaber1","-0.2533471031358"
"BillieTomsic",NA
"billjonesphoto",NA
"BillWynnStocks",NA
"Billy_Frasher","1.1263911290388"
"billyd1988","1.55477359459685"
"billyreed79110","1.55477359459685"
"BillyRhodes2","1.17498679206609"
"billyrivera4588",NA
"Billyrocks6",NA
"BillyWin10",NA
"BiloxiMS",NA
"binibenben",NA
"BioFireDX","-0.227544976641149"
"bipolishdot","0.553384719555673"
"BirdsInformer",NA
"bishwhyyy",NA
"bitchtataz",NA
"BiteThePeach_",NA
"Biz_Travelers",NA
"bizzlejasmiin",NA
"bizzletoxic",NA
"BizzyLove23",NA
"BjOdell_",NA
"BjornPrime","-2.32634787404084"
"BJZapf512","0.706302562840088"
"BKapopera",NA
"BKNNetsFanPage",NA
"BlackbirdCroon","-2.05374891063182"
"BlackCapital0ne","-0.706302562840088"
"BlackFilmTweets","-1.75068607125217"
"BlackFootKing1",NA
"BlackfordSchls","1.55477359459685"
"blackgeni3",NA
"BlackHollerFilm","-2.05374891063182"
"BlackOnyx1","-2.32634787404084"
"bladesinger491",NA
"blairteacher",NA
"BlakeChisum","1.03643338949379"
"blancastella","1.08031934081496"
"BlanchardGold","1.34075503369022"
"BlandonHilsia27",NA
"Blane2468","1.17498679206609"
"Blanked__Space",NA
"blaquetrumpet",NA
"Blazerblogger1",NA
"blerd_istheword",NA
"blessedkuwaitii",NA
"Blessing_Pauly",NA
"BlindMotherhood","0.772193214188685"
"BLindsey8487",NA
"BlissfulArianna","-2.32634787404084"
"blisswriter","-1.55477359459685"
"blk_frk",NA
"BLM_Teezy_Bihhh","1.22652812003661"
"BlocBoy_BC",NA
"BlockBoyJB____","-2.32634787404084"
"blonde_joanna","0.412463129441405"
"Blondehusky","1.55477359459685"
"Blood4Fame","1.22652812003661"
"BloodHarvest90",NA
"blucys","1.55477359459685"
"blue44_true","0.331853346436817"
"BlueApeHQ",NA
"BlueblOOd71","-2.32634787404084"
"BluffStBandit",NA
"blumhouse",NA
"bluntkisses",NA
"BluPasaco",NA
"bluri4","1.22652812003661"
"BlvkeG",NA
"blxsted_OfF",NA
"BMacTV","0.467698799114508"
"BmacZKage",NA
"BMarch3","0.0250689082587111"
"Bmartin_59",NA
"bmed96",NA
"bmfmonii",NA
"BMoneyBuick",NA
"bmoschetti","-0.305480788099397"
"BnPBrooks","1.22652812003661"
"BNSouthpoint","-1.47579102817917"
"bo_phillips_","1.75068607125217"
"BobAtchley",NA
"Bobby97Da",NA
"BobbySavoyBatCo","1.40507156030963"
"Bobcat_1986","-1.55477359459685"
"Bobyoun70676639",NA
"bocoffee","1.03643338949379"
"BoeckerDewey","1.40507156030963"
"BogerCityAppFan",NA
"bohnjailey","-2.32634787404084"
"boii_vili",NA
"bolandero37","-0.738846849185214"
"BoldInterrobang","-2.32634787404084"
"bolinigga",NA
"boltedwings17",NA
"BombshellNene","-0.706302562840088"
"boo520","1.34075503369022"
"BoockIsrael",NA
"boofa13","-2.05374891063182"
"bookendslit",NA
"BookPizzazz","0.358458793251194"
"boombadaa",NA
"Booth2Cole",NA
"BoPessi1",NA
"borger_queen","-2.05374891063182"
"Boropantherbase",NA
"bosnianbabe89","-1.47579102817917"
"BosseDoug",NA
"bossmaynelaiyah",NA
"bossnailsatx",NA
"BossQuise_",NA
"boston4life1432",NA
"bostonnewsnow",NA
"BoTheElite","-2.05374891063182"
"bottle_22","1.2815515655446"
"BoudreauxLys",NA
"bougiefrombirth",NA
"boulderprograms",NA
"boweturner","1.40507156030963"
"bowlcuttheyerl",NA
"BowlingAggies",NA
"BowserDesignz","0.706302562840088"
"boxings_no1_fan",NA
"Boygirls3Boyle","0.915365087842814"
"boystenniscoach","1.22652812003661"
"Bozodaclown67",NA
"Bpelkey2Brandon","1.08031934081496"
"bperez712",NA
"BPNorris23","0.385320466407568"
"BProrwicz","-2.32634787404084"
"bracesnicole","1.22652812003661"
"Brad_Hatch_AASD","0.279319034447454"
"bradenstate","1.1263911290388"
"Bradly84",NA
"bradwestent","1.34075503369022"
"bradwillows10","-1.75068607125217"
"BradyHilgenberg","-2.32634787404084"
"bralisax","-2.32634787404084"
"BramanMatt",NA
"brandengildy","1.22652812003661"
"Brandercolqueg1","-2.32634787404084"
"BrandiM__",NA
"brandmw_17",NA
"brando_esl","1.22652812003661"
"BrandonCP16",NA
"brandongalv03","1.47579102817917"
"brandonlamb1",NA
"BrandonNeidig","-2.05374891063182"
"BrandonVong24","0.643345405392917"
"BrandonxHoffman","0.994457883209753"
"BRANMAN101","-0.305480788099397"
"branndz",NA
"brannflakkes",NA
"Brap350",NA
"brazza1964","1.75068607125217"
"brdpro",NA
"bre_weldon",NA
"BreadGangMember",NA
"breahlabruja",NA
"Breanna_shipp",NA
"breanna_york",NA
"BreannaGreeen",NA
"BreannaHeigl",NA
"breannnasan",NA
"bree_perossa",NA
"breeleepack","-2.32634787404084"
"breevonhellborn","1.22652812003661"
"breezybre011",NA
"BreitigamLauren",NA
"Bren_ONeil","1.22652812003661"
"Brenda1hm","1.47579102817917"
"brendaa_1324",NA
"brendaalvidrezz",NA
"brendaapulido",NA
"BrendaDerbin","0.305480788099397"
"brendagomez9779","-2.05374891063182"
"brendamurillo__",NA
"brendandorsey_",NA
"brendashoger","1.22652812003661"
"brendin_morlan",NA
"brengxx_",NA
"BrentKeanu","0.150969215496777"
"brequelbelknap",NA
"brethebaker",NA
"BretLonsway","-2.05374891063182"
"Brett_D_Brennan",NA
"brettatlas",NA
"BrettFishwild","-0.915365087842814"
"bretttt_",NA
"BrewedForSatten","-0.201893479141851"
"brewfamilybrad","-2.32634787404084"
"Brewster17","1.40507156030963"
"BrezshaImani_",NA
"bri_nicole1114","1.22652812003661"
"Brian_Capozzi","0.706302562840088"
"brian_lindquist","1.47579102817917"
"BrianaShondray",NA
"brianbreslin","-1.55477359459685"
"BrianCrump007","1.64485362695147"
"BrianDMains","-0.582841507271216"
"brianfreeed",NA
"BrianG523",NA
"BrianSimpsonKY","1.22652812003661"
"BriBri__2011",NA
"BrickBarleyGF","1.34075503369022"
"Bridget_Duignan",NA
"Bridgetb51","1.22652812003661"
"BridgetsIrish","-1.75068607125217"
"Bridgettekw","1.22652812003661"
"brielizabethb",NA
"BriesSissypet22","0.150969215496777"
"brighter_daze89",NA
"BRIGHTSOLA2",NA
"Briknight_","1.34075503369022"
"brintley","1.55477359459685"
"Bristen_",NA
"brit_anye","-0.176374164780861"
"Britneyn_02","1.22652812003661"
"Britt_Downard",NA
"BrittaniNeecole",NA
"BrittanyAmazin","-1.40507156030963"
"Brittanyis4ever",NA
"brittanymatter","-2.32634787404084"
"BrittBurkie","0.0501535834647337"
"brittnoir","-2.05374891063182"
"britttatkinson",NA
"BrMcMahon42","1.22652812003661"
"BRNXORLP",NA
"bro0ke_lynn",NA
"BroadStGhoulie",NA
"BrockChilders","1.40507156030963"
"broderdick",NA
"brodskyme","-0.439913165673234"
"Brodymma",NA
"BrodyTarter",NA
"BrogdonNikki",NA
"BrokenClockbrew",NA
"BROkeTheMc","-1.64485362695147"
"Brolexzz",NA
"bronagh_hanley","-1.64485362695147"
"BroncoStrada","-1.64485362695147"
"Brook_Cathelene",NA
"BrookeKrislyn",NA
"Brookels81",NA
"brookeskinner7",NA
"Brotha_Storm","0.994457883209753"
"Brother_Ren11",NA
"brotherbagell","-2.05374891063182"
"BrotherPaul33","-1.1263911290388"
"Brown_Bo1",NA
"brownbearika","-0.612812991016627"
"Brownloather","0.994457883209753"
"brownmedia12","-1.40507156030963"
"broyles_dillan","1.22652812003661"
"BruceDu16713867","1.64485362695147"
"BruceRains","1.75068607125217"
"BruceThornburg2",NA
"brucewhardy","0.994457883209753"
"Bruinsbegonias","0.553384719555673"
"bruinski15",NA
"Brunhilda001","-2.32634787404084"
"BruunooSB",NA
"BruuuuSki",NA
"brwneyedsoulman","-Inf"
"Bryan_Lasso7","0.706302562840088"
"bryan99CA","2.32634787404084"
"bryanb82","-2.32634787404084"
"BryanTerry55","0.738846849185214"
"BryantMcGill","1.2815515655446"
"Bryce_nGravy","1.22652812003661"
"bryce_roberts04","-0.201893479141851"
"bryceb68",NA
"Brylie_D","1.22652812003661"
"brynnehealy",NA
"bryonputney48","1.55477359459685"
"bryquintero",NA
"BrysonCornethan",NA
"Brysonj_15","1.22652812003661"
"brysonwalk","1.22652812003661"
"BStrongQB",NA
"BT0731","-2.05374891063182"
"BTBmgmt",NA
"btchnofficial",NA
"btelsWO","-2.05374891063182"
"BTeveldal",NA
"btewes","-1.64485362695147"
"bthnysrgnt",NA
"BTrail_Track",NA
"btrartist","1.22652812003661"
"btrotter96","1.40507156030963"
"BTS_ARMY_MUM",NA
"BTS_ArmyMom_TX",NA
"btsbhabies",NA
"btsinfiresssme_",NA
"btsxtxt2019",NA
"bttrsctchqueen",NA
"Bubba_Trading","1.22652812003661"
"bubblesfordays",NA
"bubblesgirl812","1.47579102817917"
"buchanv_papi",NA
"Buckets4Hunter",NA
"Buckeye_Nation","1.34075503369022"
"BudBromley","1.75068607125217"
"BuddyBurton","1.64485362695147"
"Budman1685",NA
"budr0699",NA
"BugsandRockets","-2.05374891063182"
"bullykong",NA
"bunbunz0717",NA
"bunnymkc","-1.64485362695147"
"BurgerChaz","1.55477359459685"
"BURGMGMT",NA
"burleson_ins",NA
"burrell_hinds","-2.32634787404084"
"burt","-2.32634787404084"
"BusinessAgent","1.34075503369022"
"Buter_Me_Softly","0.994457883209753"
"ButterflyEssent","0.150969215496777"
"butterick","0.915365087842814"
"BuyersChoiceRE",NA
"bwayfrannie",NA
"Bwd617",NA
"bweeyourself",NA
"bwhancock","-1.88079360815125"
"bwill628","-0.954165253146194"
"bwl82","1.22652812003661"
"bwrchicago",NA
"byEllenBarber","-1.64485362695147"
"ByGeoffPreston","-1.55477359459685"
"byJMC","1.22652812003661"
"ByJohnPhillips","-1.64485362695147"
"byMichaelWest",NA
"byncobler",NA
"bytrish2","-1.55477359459685"
"c_canine",NA
"c_crawshaw022",NA
"c_daugharthy","1.34075503369022"
"C_Grhymes","-1.75068607125217"
"C_h2o_man","2.05374891063182"
"C_jennings16","1.22652812003661"
"C_Kennedy84","-2.32634787404084"
"C_Listenfelt","1.47579102817917"
"c_los42","1.34075503369022"
"c_neargardner","-2.05374891063182"
"c_shepard10","1.22652812003661"
"C_stones54",NA
"C_Swanson91","0.150969215496777"
"C_wisE_lms",NA
"C0NRAD3","1.22652812003661"
"C2ST","-0.553384719555673"
"c4_ca",NA
"c68duke",NA
"caarolinaa_xo",NA
"Cabeelinho_",NA
"CabralErika","-2.05374891063182"
"CabrinaArianna",NA
"cACEofmyZtery_","1.22652812003661"
"cadamsky1","1.22652812003661"
"cademike101","1.40507156030963"
"CadeNoster5",NA
"caelin_xo",NA
"cafeaccordiono","-2.32634787404084"
"cain_ayanna",NA
"caingallant","0.841621233572914"
"CainPork",NA
"caische","-1.64485362695147"
"caitIdr",NA
"caitlinhugertz",NA
"CaitlinMoffitt",NA
"caitsimpx","-1.1263911290388"
"caity_did14","-2.32634787404084"
"cajolekajol","-1.55477359459685"
"CaldwellTyronne",NA
"Cale05","-2.05374891063182"
"caleb_connor16","-2.32634787404084"
"Caleb_OReilly25",NA
"CalebCRoche","-0.738846849185214"
"CalebGreyAcea",NA
"CalebJBunting",NA
"CalebM32",NA
"calgirlinmo","1.22652812003661"
"cali_made24","1.22652812003661"
"caligalmags","-2.32634787404084"
"caligirl_bre","-2.32634787404084"
"calihats","1.1263911290388"
"CaliJeOfficial",NA
"call_me_dal",NA
"callie_aristry",NA
"CallieGear",NA
"Calliejayyy",NA
"calliensmith","1.22652812003661"
"callme301_",NA
"CallMeCarooo",NA
"Callmedannny",NA
"callmedaronnn",NA
"Callysaur",NA
"Callzuza",NA
"CalWWPolo",NA
"Cam_Cam_4",NA
"cam_ilich32","1.22652812003661"
"cam_vacafrita","1.75068607125217"
"cambriaaguilar",NA
"Cameron_Carruth","1.22652812003661"
"cameron_showers","-2.32634787404084"
"CameronCox_","1.40507156030963"
"cameronecook","-1.88079360815125"
"cameronjoycee",NA
"CamGotThatJelly",NA
"cami_scheitler",NA
"camilap0301","-0.201893479141851"
"CamilleShorter3",NA
"camillewluv","-Inf"
"Camilo_BC",NA
"CAMILOA_GARCIA",NA
"Camoprincess111",NA
"CampersBush",NA
"CampionRiley","-0.915365087842814"
"camryneshe","0.674489750196082"
"cams__customs","1.22652812003661"
"camtkelly05",NA
"can_i_kick_ittt",NA
"canes_ga",NA
"cannibalqween","-0.738846849185214"
"CannonMcW","0.877896295051229"
"cano_0528",NA
"CantBe_DELayed",NA
"canvaschamp",NA
"canyoudugit8","-2.32634787404084"
"CapetilloEmily",NA
"CAPEUSA","-1.22652812003661"
"CapnCristo","1.64485362695147"
"CapnMidnite",NA
"CAPolicyAnalyst","1.17498679206609"
"CappsGary","1.64485362695147"
"caprich15",NA
"CaptainPoypoy","1.22652812003661"
"captian_ronnie",NA
"CaptianKJ",NA
"Caraarosee","-1.64485362695147"
"CarahsoftCareer",NA
"Caramelo_Jones",NA
"CaraSteiner",NA
"Cardwell16","0.612812991016627"
"CareersatPRMC",NA
"carey_heaven",NA
"CarhartTravis","-1.64485362695147"
"caricacaea",NA
"CariKernGilliam","0.915365087842814"
"CarissaConti","-1.88079360815125"
"CarlaHayton",NA
"carlaleeball",NA
"carlitomlb25",NA
"Carlo_SF","0.279319034447454"
"Carlos21ayon",NA
"carlosgarciVevO",NA
"Carlosgilfdez",NA
"carlosmanuelpe2","-0.553384719555673"
"carlosmendia","1.22652812003661"
"carlwilly","-0.877896295051228"
"CarlyAudley6",NA
"carman_amanda","1.17498679206609"
"CarmenCay","-1.1263911290388"
"carmona_kid",NA
"caro22444",NA
"CarolChappell6","0.2533471031358"
"carolinsm","1.40507156030963"
"CarolPClemans","1.75068607125217"
"CarolynALilBit","1.22652812003661"
"carowarro",NA
"carpediemtre",NA
"carrillo5015",NA
"CarrollTrusts",NA
"Carsiano06",NA
"Carson_c23",NA
"carson_lack","1.22652812003661"
"CarsonHuff07","0.706302562840088"
"CarsonNClark",NA
"Carsonwassa1122",NA
"carter_kolstad7",NA
"carterag_23","1.22652812003661"
"carterjquinn",NA
"Carue",NA
"caruzip",NA
"Cas_iee",NA
"CaseMate","1.03643338949379"
"Casey_notCasey","0.524400512708041"
"CaseyAnnHughes","0.0250689082587111"
"CaseyBreslinPhD",NA
"CaseyIndy79",NA
"CaseyJCorbett","0.358458793251194"
"caseymacy2","-2.32634787404084"
"CashLenzo","0.331853346436817"
"Cashmoney_2xs",NA
"cass_neski",NA
"cassi_hawke",NA
"Cassidy_2015","1.22652812003661"
"CassieDiLaura","1.03643338949379"
"cassrouse_",NA
"Catarina_a__",NA
"catchtheteaTV",NA
"CatEarsLLC","0.877896295051229"
"catewinsor",NA
"cateyedboss",NA
"catmanfry55y","1.34075503369022"
"causeimkatelyn","1.17498679206609"
"Cavalli_Boi","-1.1263911290388"
"cavranfarrah","0.612812991016627"
"CavThinks","-0.0752698620998298"
"cbajc",NA
"cbarnettenews","1.34075503369022"
"CBDallasRE",NA
"CBDeryl",NA
"Cbeth21","-2.05374891063182"
"cblakemosley","1.22652812003661"
"Cbreez888","1.17498679206609"
"cbtaylor22",NA
"cbvrnn",NA
"ccarder9","1.22652812003661"
"CCCait","-2.05374891063182"
"cccleland","1.55477359459685"
"CCIceHockey",NA
"CCMcAllenMetro",NA
"CCMFeltHats","-1.64485362695147"
"CCORYADAM",NA
"CCPSLMB",NA
"CCRyburn",NA
"CCSTechFacts","0.841621233572914"
"ccww_4",NA
"ccxerika",NA
"CDBBall","1.34075503369022"
"CDBest","-0.439913165673234"
"CDofworcester",NA
"CDPCorp",NA
"Cdubson","-1.75068607125217"
"cdubstomp","1.1263911290388"
"CEARTSLP",NA
"cease25",NA
"ceauri","1.47579102817917"
"cebaxter","-2.32634787404084"
"Cecilia70461324",NA
"cecitoothug_",NA
"cecyteh_upde",NA
"CedarLeeTheatre",NA
"cee_stunna",NA
"CeeCeeThickie",NA
"Ceesaaar_",NA
"CeeYeeoH",NA
"CeinnaKing",NA
"ceirramanning",NA
"cel_1303",NA
"Celbaby23",NA
"Celebrityy__",NA
"Celeste_PR0","0.954165253146195"
"celestemvxx","-1.88079360815125"
"celestial_jmw",NA
"celestiikm",NA
"celinecolvin_",NA
"celinever_",NA
"CellPals",NA
"CelticsFootball",NA
"cemonadelereal",NA
"centimon91",NA
"CentroBorobil",NA
"cenzinacouture","0.467698799114508"
"ceodrinks","1.17498679206609"
"ceosupervision",NA
"cepatek5",NA
"CequoyiaMakeba",NA
"cernohous_craig",NA
"cesmarroquin","1.22652812003661"
"cessmutharia","0.915365087842814"
"cevinkorro",NA
"cfcaskeyPhD","-0.201893479141851"
"CFPcareers",NA
"CG_AQI",NA
"ch1ngis_khan",NA
"Ch3rry_83","1.40507156030963"
"cha_anet","1.22652812003661"
"chable_scott","-1.47579102817917"
"Chad__Minnich","1.22652812003661"
"Chad_speaks",NA
"chadpdx","-1.88079360815125"
"ChakMehmood",NA
"Chameleon_Club","0.80642124701824"
"champagcatalao",NA
"ChampinePhoto","1.22652812003661"
"ChampRyans","1.22652812003661"
"Chandler98H",NA
"ChandosTacos",NA
"ChanelLovee3",NA
"Chantal_k_ny","-2.32634787404084"
"ChaoticCori","0.80642124701824"
